Input_SMILES,Predicted_SMILES,Input_Groups,Predicted_Groups
CN(C)C(=O)Nc1cccc(Cl)c1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)c1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)COc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CON(C)C(=O)Nc1ccc(F)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CC(=O)NNC(=O)Nc1cccc(Br)c1,CC(O)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CC(=O)NNC(=O)Nc1cccc(Cl)c1,CC(O)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=O)Oc1cccc(Cl)c1,CC(C)C(O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)COc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cc(Cl)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CNC(=O)N(C)C(=O)Nc1cc(OC)ccc1F,CC(=O)C(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CNC(=O)Oc1cccc(Br)c1,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)c1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=c1ssc2ccccc12,CC=Cc1ccccc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)COc1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1ccc(Cl)nn1,CC(=O)C(cc1)cc1,NC,C=C
NC(=S)c1ccc(Cl)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
CN(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(I)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
CN(C)C(=O)Oc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)c1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)Nc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)c1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(C)OC(=O)Nc1cccc(Cl)c1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,CC(=O)C(O)c1ccc(NC)cc1C,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)Cc1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1ccc(CO)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(=O)c1ccc(Br)cc1,CC(O)C(cc1)cc1,c1ccccc1,C=C
NC(=O)c1ccc(Br)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
COC(=O)Nc1cccc(Br)c1,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=O)Oc1ccc(Br)cc1,CC(C)C(O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
NC(=O)Nc1cccc(Cl)c1,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)COc1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)Nc1cccc(Cl)c1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=S)NNC(=O)c1ccc2c(c1)OCO2,CC(=O)C(=O)c1ccc(cc1)C,"NC,c1ccccc1",c1ccccc1
O=C(O)COc1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cc(I)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1c(Cl)cccc1Cl,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)OCc1ccc(I)cc1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)COc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C1CCC(=O)N1c1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,"NC,c1ccccc1","C=C,c1ccccc1"
O=C(O)c1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1ccc(CCl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)c1ccc(Cl)nn1,CC(C)C(cc1)cc1,NC,C=C
O=C(O)COc1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CNC(=O)N(C)C(=O)Nc1cc(I)ccc1F,CC(=O)C(C)C(O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
NC(=O)Nc1cccc(Br)c1,CC(=O)c1ccc(NC)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=S)c1ccc(Cl)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)Cc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cc(Cl)ccc1Cl,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CNC(=O)Oc1cccc(Cl)c1Cl,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=O)Oc1ccc(F)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(Cl)nn1,CC(=O)C(cc1)cc1,NC,C=C
CN(C)C(=O)Nc1ccc(F)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1cccc(Br)c1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
CC(=O)OCOC(=O)N(C)N=Nc1ccc(C#N)cc1,CC(O)N(O)c1ccc(C)C(C(Cl)N)cc1,"NC,c1ccccc1","NC,C=C"
CON(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(I)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)c1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)OCc1ccc(F)cc1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)c1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cc(Br)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)Nc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,CC(=O)C(O)c1ccc(NC)cc1O,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)c1ccc(CO)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1ccc(N)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
COC(=O)Nc1cccc(Br)c1,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=O)Oc1cccc(F)c1,CC(C)C(O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(Br)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
CC(=O)c1ccc(Br)cc1,CC(O)N(cc1)cc1,c1ccccc1,No group
CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,CC(=O)C(O)c1ccc(C)cc1O,"NC,c1ccccc1",c1ccccc1
CC(=O)NNC(=O)Nc1cccc(F)c1,CC(O)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)COc1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)COc1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(C)OC(=O)c1c(O)cccc1O,CC(C)C(=O)c1ccc(C)cc1,c1ccccc1,c1ccccc1
O=C(O)Cc1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
COC(=O)c1cccc(NC(C)=O)c1,CC(=O)c1ccc(C(=C)O)cc1,"NC,c1ccccc1","C=C,c1ccccc1"
O=C(O)c1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
COC(=O)Nc1cccc(I)c1,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)COc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(=O)NNC(=O)Nc1ccc(F)cc1,CC(O)C(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
CC(=O)NNC(=O)Nc1cccc(Cl)c1,CC(O)C(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)COc1ccc(Cl)cc1Cl,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)Oc1cccc(Cl)c1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)COc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CON(C)C(=O)Nc1cccc(F)c1,CC(C)C(O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)Cc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
Nc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N,COc1ccc(cc1)S(Cl)S(=O)(=O)N,"Nc,c1ccccc1",c1ccccc1
O=C(O)c1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cc(Cl)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CNC(=O)N(C)C(=O)Nc1cc(I)ccc1F,CC(=O)c1ccc(C)C(=O)N(C)cc1,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
CNC(=O)Oc1cccc(I)c1,CC(=O)c1ccc(NC)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)c1ccc(Cl)nn1,CC(C)C(cc1)cc1,NC,C=C
O=C(O)Cc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
COC(=O)c1cccc(C)c1,CC(=O)c1ccc(C)cc1,c1ccccc1,c1ccccc1
NC(=S)c1ccc(Cl)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(Cl)nn1,CC(=O)C(cc1)cc1,NC,C=C
NC(=O)c1ccc(Cl)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)c1cc(Cl)ccc1Cl,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NNC(=O)Nc1ccc(Cl)cc1,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=O)Oc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
Nc1ccc(cc1)S(=O)(=O)N,COc1ccc(cc1)S(=O)(=O)N,"Nc,c1ccccc1",c1ccccc1
O=C(O)c1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NNC(=O)c1ccc(Br)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CON(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(I)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)c1cc(Br)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(=O)Oc1cccc(Cl)c1,CC(O)c1ccc(C)cc1,c1ccccc1,c1ccccc1
CC(C)OC(=O)Nc1cccc(Cl)c1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CC(=O)c1cccc(OCC(=O)O)c1,CC(O)c1ccc(C(=O)O)cc1,c1ccccc1,c1ccccc1
CN(C)C(=O)Nc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)c1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1ccc(N)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
CON(C)C(=O)Nc1ccc(N)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C1CCC(=O)N1c1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,"NC,c1ccccc1","C=C,c1ccccc1"
CON(C)C(=O)Nc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CN(C)C(=O)Oc1cccc(F)c1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)COc1cccc(-c2ccccc2)c1,CC=C(O)c1ccc(c2ccccc2)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(=O)Nc1ccc(Br)cc1,CC(O)N(cc1)cc1,"NC,c1ccccc1",No group
CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,CC(=O)C(O)c1ccc(C)cc1O,"NC,c1ccccc1",c1ccccc1
CNC(=O)N(C)C(=O)Nc1cc(F)ccc1F,CC(=O)C(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(Br)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CC(=O)NNC(=O)Nc1cccc(I)c1,CC(O)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)c1cccc(O)c1,CC(C)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)COc1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1ccc(F)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)Cc1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)OCc1ccc(Cl)cc1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CC(C)OC(=O)c1c(O)cccc1O,CC(C)C(=O)c1ccc(C)cc1,c1ccccc1,c1ccccc1
O=C(O)c1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cccc(F)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)COc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)COc1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(C)OC(=O)\C=C\c1ccc(O)cc1,CC(C)C(=O)C=C\C(cc1)cc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O)"
CON(C)C(=O)Nc1ccc(F)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)c1cc(I)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)COc1ccc(Cl)cc1Cl,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1ccc(O)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)c1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)OCc1ccc(Cl)cc1,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)Cc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)c1ccc(Cl)nn1,CC(C)C(cc1)cc1,NC,C=C
O=C(O)COc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CNC(=O)N(C)C(=O)Nc1cc(OC)ccc1F,CC(=O)C(C)C(O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)c1ccc(CCl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cc(Cl)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=S)c1ccc(Cl)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(Cl)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)COc1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=c1ssc2ccccc12,CC=Cc1ccccc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CC(=O)Nc1ccc(Cl)cc1,CC(O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1cccc(Br)c1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
CN(C)C(=O)Oc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CC(=O)c1cccc(Br)c1,CC(O)C(cc1)cc1,c1ccccc1,C=C
CC(=O)c1ccc(F)cc1,CC(O)C(cc1)cc1,c1ccccc1,C=C
CN(C)C(=O)Oc1ccc(F)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CC(=O)OCOC(=O)N(C)N=Nc1ccc(C#N)cc1,CC(O)N(O)c1ccc(C)C(C(Cl)N)cc1,"NC,c1ccccc1","NC,C=C"
O=C(Nc1ccccc1)NC1CC1,CC=C(O)c1ccccc1C,"NC,c1ccccc1","C=C,c1ccccc1"
NC(=O)c1ccc(Cl)nn1,CC(=O)C(cc1)cc1,NC,C=C
NC(=O)c1ccc(I)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)c1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)COc1ccc(F)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1cc(Br)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(=O)Oc1cccc(Cl)c1,CC(O)c1ccc(C)cc1,c1ccccc1,c1ccccc1
CON(C)C(=O)Nc1ccc(N)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)Cc1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1ccc(N)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)c1ccc(CO)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,CC(=O)C(O)c1ccc(Cl)cc1O,"NC,c1ccccc1",c1ccccc1
CC(=O)c1ccc(Br)cc1,CC(O)N(cc1)cc1,c1ccccc1,No group
CC(=O)N(C)c1ccc(O)cc1,CC(O)N(C)C(cc1)cc1,"NC,c1ccccc1","NC,C=C"
CON(C)C(=O)Nc1ccc(Cl)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1c(Cl)cccc1Br,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)COc1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CCC(CC)C(=O)Nc1ccc(cc1)S(=O)(=O)N,CC(C)C(=O)c1ccc(cc1)S(=O)(=O)N,"NC,c1ccccc1",c1ccccc1
O=C(O)c1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1cccc(Br)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(=O)Nc1ccc(F)cc1F,CC(O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)COc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)OCc1ccc(Br)cc1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)c1cc(I)ccc1O,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(C)OC(=O)\C=C\c1ccc(O)cc1,CC(=C)C(=O)C=C\C(cc1)cc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O)"
CC(=O)Nc1ccc(cc1)N(=O)=O,CC(O)c1ccc(cc1)C(O)O,"NC,c1ccccc1",c1ccccc1
CON(C)C(=O)Nc1cccc(CO)c1,CC(C)C(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CC(=O)c1cccc(Cl)c1,CC(O)C(cc1)cc1,c1ccccc1,C=C
NC(=O)Nc1ccc(F)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)c1cccc(F)c1F,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CC(=O)Oc1c(Cl)cccc1Cl,CC(O)c1ccc(C)cc1,c1ccccc1,c1ccccc1
O=C(O)COc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CNC(=O)c1ccc(cc1)C(=O)NO,CC(=O)c1ccc(cc1)C(=O)N,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)Cc1ccc(Br)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)c1c(Br)cccc1Br,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
Nc1ccc(cc1Cl)S(=O)(=O)N,COc1ccc(cc1)S(=O)(=O)N,"Nc,c1ccccc1",c1ccccc1
Nc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N,COc1ccc(cc1)S(Cl)S(=O)(=O)N,"Nc,c1ccccc1",c1ccccc1
O=C(O)c1cccc(I)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1c(Br)cccc1Br,CC(=O)c1ccc(C)cc1,"NC,c1ccccc1",c1ccccc1
CC(C)c1ccc(N)cc1,COc1ccc(C)C(O)cc1,"Nc,c1ccccc1",C=C
O=C(O)COc1cccc(Cl)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=C(O)Cc1cccc(F)c1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
O=c1ssc2ccccc12,CC=Cc1ccccc1,c1ccccc1,"C=C,c1ccccc1"
CN(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
NC(=O)c1ccc(Cl)nn1,CC(=O)C(cc1)cc1,NC,C=C
O=C(O)Cc1ccc(I)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
NC(=O)c1ccc(Cl)cc1,CC(=O)N(cc1)cc1,"NC,c1ccccc1",No group
COC(=O)c1cccc(C)c1,CC(=O)c1ccc(C)cc1,c1ccccc1,c1ccccc1
CC(=O)c1ccc(Cl)cc1O,CC(O)N(cc1)cc1,c1ccccc1,No group
CN(C)c1ccc(Cl)nn1,CC(C)C(cc1)cc1,NC,C=C
CN(C)C(=O)Oc1ccc(F)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
O=C(O)Cc1ccc(F)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
COC(=O)c1ccc(Br)o1,CC(=O)C(cc1)cc1,No group,C=C
NC(=O)c1ccc(I)cc1,CC(=O)C(cc1)cc1,"NC,c1ccccc1",C=C
O=C(O)COc1ccc(F)cc1,CC=C(O)c1ccc(Cl)cc1,c1ccccc1,"C=C,c1ccccc1"
CON(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)N(cc1)cc1,"NC,c1ccccc1",No group
CC(=O)c1cccc(F)c1,CC(O)C(cc1)cc1,c1ccccc1,C=C
